Company ID,Contract ID,User Email,User ID,Company Name,Country,Subscription Tier,2020,2021,2022,2023
C035,20a41547-160f-4706-a540-5d0e41d7acf1,mary97@sparks-skinner.org,a9186ca3-65fa-47c0-8768-8021d48c35ec,Martin and Sons,Burkina Faso,Tier 1,0,0,1,0
C049,03d92e40-9c26-4267-8166-072017c0fad1,caitlynreese@gmail.com,5b4362bc-00b6-4855-ab50-ea77a9e980bc,Thomas Ltd,Madagascar,Tier 1,1,1,0,1
C053,350d2d8d-0693-4886-935d-f4bcf04ff3fd,shannonmonique@gmail.com,bc3d9afb-2f95-42d9-8b07-ae18adc1197a,Webb PLC,Canada,Tier 2,1,0,1,1
C026,602bc573-afad-4b1a-ab3f-c7fb0815fbe7,richard82@yahoo.com,6173a9c8-81ed-476f-97d1-6927a13e5190,"Myers, Wilson and Randolph",Eritrea,Tier 2,1,1,1,1
C056,ad4f14ee-f5f4-4801-9e55-2aa47efecb95,imcclain@vargas.info,4d2c8527-e74d-4c87-b0ad-9627edab2bab,Gonzales-Esparza,Tuvalu,Tier 2,1,1,0,0
C015,7dfd9890-87c1-46e0-bd4a-78b3116d7f88,cherylnewton@gmail.com,7a656245-1f09-4759-b25d-5886a0238675,Snyder-Meyer,Haiti,Tier 1,1,1,1,1
C080,f47ae018-0fa0-4e8a-aa52-48f2b8a08eb3,josephclark@hotmail.com,a406bf4c-5c59-4b14-a991-2d12e9b33287,Turner Group,Aruba,Tier 1,1,1,1,1
C046,0abb3437-1cb2-4bff-9637-0efcfdf7fe17,valerie03@stewart.biz,40f552ca-6349-46c9-b950-6b6b8fd3b06a,Coleman Group,Timor-Leste,Tier 1,1,1,1,1
C046,0abb3437-1cb2-4bff-9637-0efcfdf7fe17,wrightamanda@hotmail.com,93a21718-6ecb-42ee-b2a3-fd90cce134b7,Coleman Group,Timor-Leste,Tier 1,1,0,0,0
C055,a959076d-c94c-4a8a-a65d-81148f897fa8,adam03@yahoo.com,b9f749a2-91d4-4098-a62d-6f3a0af7b617,"Brooks, Walsh and Guerra",Pitcairn Islands,Tier 3,1,0,1,1
C008,01ca7890-a57f-4fed-8992-5905055cf7ca,umitchell@ferguson.com,5cb0d910-55c2-465b-9e60-550dbc854d70,"Lang, Dodson and Hicks",Congo,Tier 2,0,1,0,0
C074,9a5ed449-b5a1-4244-85bb-25dcd78c36f2,sosakaren@thompson-green.biz,ae6db6ca-0906-48f5-ac6c-88c757618f31,"Mathews, Patterson and Rodriguez",Northern Mariana Islands,Tier 1,1,0,0,1
C030,0ae5cd24-07c5-4543-ab1e-3c93f135af73,carolynwhite@cameron.com,a65f2b30-8468-48ee-a930-18dd3db7dcd6,"Wood, Daniels and Choi",Slovenia,Tier 3,0,0,0,0
C064,821852a9-53f6-4cd8-a418-8a21830362c8,dustinarmstrong@gmail.com,a8af9884-280e-43b9-97a8-cbf569854a5b,"Freeman, Hunter and Ellison",Comoros,Tier 1,1,1,1,0
C055,a959076d-c94c-4a8a-a65d-81148f897fa8,gblanchard@hotmail.com,2991dbb8-ebd4-4e71-9000-07dcf529797c,"Brooks, Walsh and Guerra",Pitcairn Islands,Tier 3,0,1,1,0
C006,96dc4892-3bc1-461b-bc7b-adaa4ab3b732,agonzalez@frederick.com,16c1ca25-092f-4ef5-881e-cd6cdbb70e1a,Henderson-White,Denmark,Tier 3,0,0,0,1
C004,bce72fdb-df64-4a5e-b316-6154cbdc7b11,andrea99@gmail.com,2a5988f5-ce05-4cb8-b885-b79637f21e61,Rose and Sons,Cocos (Keeling) Islands,Tier 1,0,1,1,0
C095,0925602a-8b7e-4520-bfa9-3b2441d0f57c,hkim@rice.net,409c51ea-c06d-4b6e-84a6-f242057cea46,Smith Ltd,Slovenia,Tier 2,1,1,1,1
C006,826cc578-ccab-4283-9569-1042b360df73,haileycarey@hotmail.com,325e0d03-7af6-4889-a611-1d7ea98a0b28,Henderson-White,Denmark,Tier 1,1,1,1,1
C039,bc503c89-e335-4d41-8360-87f96bcb297f,vburgess@hotmail.com,a8335998-daed-4058-88a0-55ee7e81cfac,Patel-Chen,South Georgia and the South Sandwich Islands,Tier 2,1,1,0,0
C026,602bc573-afad-4b1a-ab3f-c7fb0815fbe7,ashley09@short.com,ab508b3d-03d3-4e74-a307-582fe0bd9953,"Myers, Wilson and Randolph",Eritrea,Tier 2,1,1,1,0
C097,64463d76-aff6-4413-a4aa-015cbcc5d5f0,amandawalker@gmail.com,9a0f0625-0c1e-468d-90f4-bcc5548ab3e1,"Jones, Scott and Trevino",El Salvador,Tier 2,1,0,0,0
C093,0f71f6c6-dfd5-494d-b35e-161ba160547f,owensvanessa@gmail.com,a05b5aef-ddca-4a0d-abbe-b14a9c5845d7,"Valdez, Hoffman and Hess",Bulgaria,Tier 1,1,0,1,0
C041,7c259fb9-af37-4408-a4e8-836ac547c102,vconway@jarvis-moore.biz,e6045996-739a-49d4-a626-9af144b4b81d,Nicholson-Williams,Ghana,Tier 3,1,0,0,1
C094,e3875eff-a731-4713-8e1a-3f77785e4884,wilsonthomas@knight-rocha.com,efe58d3b-334a-478d-80ac-345d1f632750,Davies-Robinson,Bouvet Island (Bouvetoya),Tier 1,0,0,0,0
C045,5348a6aa-a7cc-473f-95a0-f36396d4e4dc,isaac55@wilson.com,a67cbb06-5040-4be2-b23b-ab3702e9604e,"Grant, Garrett and Jimenez",Turks and Caicos Islands,Tier 3,1,0,0,0
C035,20a41547-160f-4706-a540-5d0e41d7acf1,esmith@hotmail.com,ca77defe-ed49-4210-abe7-94b23563f155,Martin and Sons,Burkina Faso,Tier 1,0,1,1,1
C029,9dd33db3-4aaf-4882-a83f-c11a3a72419c,vsandoval@winters-franklin.biz,a1772ae5-cc7d-42de-a5a4-500e6993c4ae,"Smith, Kidd and Roberts",Martinique,Tier 3,0,0,0,1
C060,be4ce1ec-8cda-425c-a1a6-0aef01ccb058,wrightamy@erickson-newton.com,1b10223a-0f0a-4fb8-9580-69d5fc130f96,"Vasquez, Morris and Sanders",Solomon Islands,Tier 2,0,1,1,0
C052,5222cfcf-4599-4e75-b6fb-b1cfac63e55e,williamcurtis@gonzales.com,a1bd714b-357a-4b93-b067-12e2ab5bcdbf,"Small, Powers and Wright",Barbados,Tier 1,1,1,1,1
C083,fb3db485-25ca-402a-9036-532b4adefd9e,davidsonjessica@parker.org,6d8b6c18-5d59-4a35-8de5-a018b8a66069,"Ramos, Thomas and Jackson",Saint Martin,Tier 2,0,0,1,0
C019,03632f86-613f-4278-992f-826c66728261,byrdlarry@preston-wolfe.net,f0b293ef-874c-4666-a31d-c9439ca59de5,Tucker LLC,Andorra,Tier 2,0,1,0,0
C097,fb20c4d6-ec94-4efa-8b0b-f21a16109a21,patricia88@ward.com,fe307f18-44fa-472a-8a2b-a592c3b05eb5,"Jones, Scott and Trevino",El Salvador,Tier 2,1,1,1,0
C094,d4c5cdbf-242c-4438-9ea3-c4dec7d1a289,andrea54@ball-gibbs.com,84c5fd70-95a8-4444-9268-69f1f4a38d68,Davies-Robinson,Bouvet Island (Bouvetoya),Tier 2,0,1,0,0
C040,48c58899-6564-4efe-ab0e-f8811503fff3,tcollins@hotmail.com,7650164c-78fa-4e98-aeb1-ff8b5a7bd730,Fry Ltd,Greece,Tier 1,1,1,1,1
C029,9dd33db3-4aaf-4882-a83f-c11a3a72419c,ronald87@yahoo.com,d328b6eb-f9f8-4748-8d40-2fdf8c2a8197,"Smith, Kidd and Roberts",Martinique,Tier 3,0,0,0,0
C042,769e1175-0d37-416c-b6b9-c7c859334777,lopezemily@lowe.com,7b979517-f030-4cd6-97ec-64b4ae3ebb8b,Jarvis-Ingram,Suriname,Tier 2,1,1,1,1
C002,17e62271-3825-47a3-bf0c-e3577ce462d1,leerichard@maxwell.net,c797dd63-c99e-40d3-904d-89cf781674ba,Ponce PLC,Zambia,Tier 1,0,1,0,0
C066,7b82cf13-0561-4eed-95a2-5ab7ed4b53c8,michelle19@berger.org,425744d7-f78c-4f63-9b26-c265c9657e27,"Gonzalez, Benton and Thompson",Uruguay,Tier 3,1,1,1,1
C035,1bfda3e3-42e3-4677-b861-9efe3f9d009b,courtney64@wong.com,e5610970-0aa4-4a92-b5bf-7e6f7347eb24,Martin and Sons,Burkina Faso,Tier 2,1,1,1,0
C026,b0d3f6a8-218a-4bb6-ad3c-1207afc967e2,denise86@hotmail.com,2bbf9680-b2b7-4db3-8f9a-780188d594e2,"Myers, Wilson and Randolph",Eritrea,Tier 3,1,1,1,1
C002,474eb232-bf9b-4c73-bdf3-432bf97fdbf0,thomasbrown@hotmail.com,282a65d0-c1da-486a-a7f0-9116288fb855,Ponce PLC,Zambia,Tier 3,1,1,1,0
C068,940d7c8a-55ef-4249-b8cc-4a9bf6e9c190,david55@michael.com,1da4f429-c35a-42a9-980e-9e174d68a6a7,Hebert-Green,Solomon Islands,Tier 1,1,1,0,1
C098,ed200278-bbc0-4130-bcea-778ee37910a1,mahoneyjeffrey@hotmail.com,8a27e037-048f-4c8c-b3c6-4d271b6149c1,Day Inc,Niger,Tier 3,1,1,0,0
C098,ed200278-bbc0-4130-bcea-778ee37910a1,danielmitchell@gross-morales.net,711e3f2c-2459-4351-bc36-11a6c24da15f,Day Inc,Niger,Tier 3,0,1,0,0
C016,a322d721-ad89-46ad-920c-36697359f975,robert43@martin.org,0c6eb8a6-37ee-4d29-90ee-ba8d7d032014,"Cain, Mills and Wilkinson",United States Virgin Islands,Tier 3,1,1,0,1
C100,b8e31b8c-a794-467c-b170-b50b71efd8cf,tiffanybryant@rivera.biz,6a56f1e4-382c-4c69-86ec-4359b7f57078,Pratt Group,Cocos (Keeling) Islands,Tier 3,1,1,1,1
C036,d2881294-1960-42b3-8e0e-e429396409a8,larry98@gmail.com,00dfd52b-8982-4b1e-a921-91e5e5c75d08,Dudley-Rowland,Slovenia,Tier 1,1,1,0,1
C068,46443c4f-e000-45ec-8dca-e7dcd604c85b,malikhicks@yahoo.com,95bc6858-bf9a-48c2-b16d-fc81af2f225f,Hebert-Green,Solomon Islands,Tier 3,0,0,0,1
C013,75a81885-34a2-40b7-a663-7d6f4e234775,hsmith@mcdonald.net,42546362-9a32-40bc-b26c-1cfb9bcef609,"Mcmahon, Cabrera and Perez",Oman,Tier 3,1,0,0,0
C079,201696ee-7aae-419d-8d94-019529d0e78b,jamesrichards@thornton.info,71726553-31c1-48c2-98ef-b3336bc7f70b,Morrison-Estrada,Portugal,Tier 3,0,1,0,1
C098,d116d805-94c5-4e74-ac57-a4039c02b9dd,smithmadison@schmidt-carlson.com,42a1e8ec-93e8-40dd-a038-bca47a967a01,Day Inc,Niger,Tier 1,1,1,0,0
C022,14b0c0c6-c214-497f-a858-5bca8caaa8c3,tiffany85@cox-vazquez.com,ef1ce0a8-047a-4a74-843f-673bb27e72b2,"Oliver, Adams and Johnson",Tajikistan,Tier 3,1,1,0,1
C063,926706a2-d1d6-4beb-9ce2-2a60b50624a0,mariah20@manning.com,07c8fea1-3d32-4d40-a6f1-7bc4d09b4258,Phillips PLC,New Caledonia,Tier 2,0,0,0,1
C095,0925602a-8b7e-4520-bfa9-3b2441d0f57c,karenwood@gmail.com,df87cd22-0feb-477d-84a8-3614651145bf,Smith Ltd,Slovenia,Tier 2,1,0,1,0
C004,bce72fdb-df64-4a5e-b316-6154cbdc7b11,kristenjoyce@gmail.com,025bd375-ada5-4c7a-b898-4a7c141395d2,Rose and Sons,Cocos (Keeling) Islands,Tier 1,0,0,0,0
C022,d4114989-b029-40ba-9819-8be21f47dd26,brett83@yahoo.com,6ad2467e-b227-4317-8133-e1c4b2e0e550,"Oliver, Adams and Johnson",Tajikistan,Tier 1,1,0,0,0
C013,425668c8-a339-4e31-bcb8-1052b0876df0,oconnelljames@yahoo.com,e9ef429a-4d8c-47a8-9ad6-d0874e384553,"Mcmahon, Cabrera and Perez",Oman,Tier 1,1,0,1,1
C060,be4ce1ec-8cda-425c-a1a6-0aef01ccb058,velasqueznicole@chapman-williams.biz,d4291411-f526-4749-8927-498dd65b392a,"Vasquez, Morris and Sanders",Solomon Islands,Tier 2,1,1,0,1
C008,01ca7890-a57f-4fed-8992-5905055cf7ca,crawfordyesenia@hotmail.com,640b941e-a44f-484c-9efc-072f6dc19434,"Lang, Dodson and Hicks",Congo,Tier 2,0,0,1,1
C031,d9169632-7210-4620-8620-e4a99b0e4617,matthewgarrett@yahoo.com,aeddf32d-a68d-4150-b0a9-f5f3e289c87c,Gonzalez-Boyle,Ghana,Tier 1,1,1,1,0
C022,e7c2af1e-c7e2-465f-b9c2-d7b50875a73c,brittney11@yahoo.com,ee223c0c-033d-4b71-96f4-843a5e94231e,"Oliver, Adams and Johnson",Tajikistan,Tier 2,0,0,1,0
C024,9efec0df-69e9-4298-afe4-36434e136126,gadkins@yahoo.com,e56b7feb-cf64-48da-aebc-9b61230bbedc,"Soto, Smith and Burns",El Salvador,Tier 3,0,1,0,0
C008,01ca7890-a57f-4fed-8992-5905055cf7ca,sarahvazquez@drake-boone.com,5cffaedc-53d7-4422-a512-ab42f2153b08,"Lang, Dodson and Hicks",Congo,Tier 2,1,0,0,0
C077,55613c88-3856-431c-ac8e-1b8b70a1a877,yanghannah@yahoo.com,d65eb812-6d26-42d6-9505-88488b4f45a2,Bowman-Mullins,Botswana,Tier 1,0,0,0,0
C088,cb24c3da-2680-43bb-8344-b8c0ab8875b3,fuentesstephanie@gomez.biz,0ceaacb2-ad75-48da-b43c-ca10e6bf4a76,Sanders Group,Niger,Tier 3,0,1,1,1
C027,6223615f-1d59-44d8-b05e-8bc7034bd439,stefanie78@york.com,5cb0bd11-5af3-472a-b03c-ec752d2ae715,Bishop PLC,Micronesia,Tier 3,1,1,1,1
C031,d9169632-7210-4620-8620-e4a99b0e4617,waltonphilip@williams-flores.com,f61d1da3-7b3a-4855-b87d-6eec95cd12bc,Gonzalez-Boyle,Ghana,Tier 1,0,0,1,1
C078,4351727c-f2d0-4c36-b995-c874ba305c98,shepardanthony@cox.biz,9670feeb-396b-4662-9d01-fe45c38c8c06,Arnold-Vargas,Saint Barthelemy,Tier 2,1,1,1,0
C002,17e62271-3825-47a3-bf0c-e3577ce462d1,zcowan@yahoo.com,0fa4ef43-6c5b-4275-abd4-73ebeded8993,Ponce PLC,Zambia,Tier 1,1,1,0,1
C073,a1b0b403-8d68-4b4e-9e26-eeaa5112de63,torresangela@gonzalez-johnson.com,30897d92-f842-43c2-a144-5e11c60ad9e3,"Williams, Perez and Delgado",Congo,Tier 1,0,1,1,0
C039,bc503c89-e335-4d41-8360-87f96bcb297f,fsutton@yahoo.com,1417186b-117d-44a8-9877-6a80f5b10264,Patel-Chen,South Georgia and the South Sandwich Islands,Tier 2,0,0,1,0
C048,60db4741-435b-485e-aead-024b3fab400a,baileyjoseph@gmail.com,d5ebd900-967c-41b5-989a-15e84a860d75,Thomas-Taylor,Cote d'Ivoire,Tier 2,0,0,1,0
C040,cef6b943-29bd-48d7-baf3-b5dabef10ad7,kristinbarker@stone.net,b11c451f-3ca4-4d66-b32b-da1578ab1def,Fry Ltd,Greece,Tier 3,0,0,0,0
C027,6223615f-1d59-44d8-b05e-8bc7034bd439,nguyenmonica@wolfe-thomas.biz,488b28ea-cf21-479f-a27d-1b43b1b9718e,Bishop PLC,Micronesia,Tier 3,1,1,1,1
C074,649d2ebb-bda1-4f09-a2a4-bea41acf2d30,deanmichelle@gmail.com,3e830764-8d40-45af-b970-87c3c38c13b3,"Mathews, Patterson and Rodriguez",Northern Mariana Islands,Tier 1,1,1,1,1
C097,488daa3c-101f-40a4-91a5-31ccf4e03dcf,vincentgomez@lewis.org,f0637b08-5379-4c03-932a-42eaaa35e545,"Jones, Scott and Trevino",El Salvador,Tier 1,1,1,1,1
C065,2bbff622-f8db-4f68-9c5d-8887b6c426af,zcarrillo@poole.org,318342e5-69a6-4a20-a9d1-6f3bb8711c43,"Davis, Foster and Gomez",French Southern Territories,Tier 2,0,0,1,0
C081,ea5f5d2b-43fb-47fc-b3d4-c2aa424e6643,sonyabaldwin@may-scott.biz,185d3cea-f7a3-4e4c-98c3-2a1b04eb1574,Burke-May,Jamaica,Tier 1,1,0,0,0
C073,6c15bfb5-3920-4d63-82ea-4f84f747f9e5,nburke@lopez.com,e6215077-edf0-4576-91ae-026c95143007,"Williams, Perez and Delgado",Congo,Tier 2,0,1,1,1
C001,f5f35df1-d36d-4209-9275-5083585f6690,wdavis@gmail.com,1abdda60-e82d-446e-9cdc-3e2a3bb0a25a,Harrington Group,Malawi,Tier 3,0,0,1,1
C049,03d92e40-9c26-4267-8166-072017c0fad1,jessicamorrow@hotmail.com,fa84cdff-4050-4b77-88d1-b59fa8341d97,Thomas Ltd,Madagascar,Tier 1,1,1,1,1
C019,03632f86-613f-4278-992f-826c66728261,gromero@yahoo.com,952c6ae1-4862-432e-a753-21608b10def9,Tucker LLC,Andorra,Tier 2,0,0,1,0
C041,c1d9a661-4a0d-45e9-8688-1603c630c97a,briana03@yahoo.com,3d952557-9576-44c4-999a-f25606d2ad1c,Nicholson-Williams,Ghana,Tier 3,0,1,1,0
C028,a0f67fe4-ca44-467a-b26d-fe2ef187a2b9,burtongeorge@jones.biz,e646159c-972b-4df6-9b79-6a88f7dc35e0,Cross-Maldonado,Greece,Tier 3,0,1,1,1
C044,eb1edd05-ebbd-4050-90a5-4f1474897bda,kellydavis@browning.com,6f7b0c22-138f-48f9-bb5f-b3800eff8211,Gonzales-Stewart,Finland,Tier 1,1,1,0,1
C074,10e4ac52-9b3d-44f3-8070-167ca5977128,melissa82@gmail.com,4607c9cb-c95c-41c2-84ee-d656931aa069,"Mathews, Patterson and Rodriguez",Northern Mariana Islands,Tier 2,0,1,0,0
C054,7d1bae36-b3ee-48e8-a8d8-012e8c8413a6,salazarcynthia@miller-miller.info,2f063362-16db-40d6-8293-ed15fa99df6b,"Hale, Duke and Young",Western Sahara,Tier 1,0,1,0,1
C086,ae634ac4-c785-4c13-92b8-7aeca8fe9b01,melinda48@hotmail.com,29a60181-a218-43d9-adf4-04cfa68c2031,"Griffin, Taylor and Page",Burkina Faso,Tier 3,0,1,0,0
C081,ea5f5d2b-43fb-47fc-b3d4-c2aa424e6643,anthonygarcia@yahoo.com,b56ae30c-3e1f-42f8-83e1-e1f2b3528716,Burke-May,Jamaica,Tier 1,0,0,1,1
C099,c47d08bd-f023-4a57-ae71-a3c55da557df,eedwards@gmail.com,68e3d9d9-49cc-4aca-be79-c75a172027b7,Jimenez-Horne,Botswana,Tier 2,1,1,0,1
C015,7dfd9890-87c1-46e0-bd4a-78b3116d7f88,livingstondale@gmail.com,be1eec60-72d5-4e27-9a0d-3613ed480502,Snyder-Meyer,Haiti,Tier 1,0,0,0,1
C098,ed200278-bbc0-4130-bcea-778ee37910a1,wellspeter@murphy.com,1dcedde8-51b9-4379-a09a-9001ea0e64b0,Day Inc,Niger,Tier 3,0,1,1,1
C046,b47fe280-9b01-45b7-8e94-08dbe8288821,nancycoleman@hotmail.com,87034c47-4df8-4642-badc-374de70c69b1,Coleman Group,Timor-Leste,Tier 1,1,0,0,0
C025,7017d78b-b971-41d1-8291-0b934c440644,kelleynathaniel@schneider.org,62b566b2-4404-414a-b9a5-c32eb4c38fba,"Chambers, Novak and Baker",Malta,Tier 3,1,1,1,1
C038,bee683af-b4bd-4fff-8a0d-d6f817dd269c,elizabethwade@hotmail.com,111c20ae-0579-4602-b0ef-7c9a9ebc1013,Mckay-Khan,Guam,Tier 2,0,0,1,0
C082,8407d6c4-b4c4-4a38-938e-b17842b6db78,austin58@stevenson.com,6c7543cb-26e8-43b9-a970-8effcd7e4014,Shaw Ltd,Japan,Tier 3,0,0,0,1
C064,894322be-f40a-40e0-a61d-345f7d2b49c8,josephjones@gmail.com,05ca0b49-f240-4907-8de6-b4df2e1a986c,"Freeman, Hunter and Ellison",Comoros,Tier 1,1,1,1,1
C035,1bfda3e3-42e3-4677-b861-9efe3f9d009b,rmartin@yahoo.com,62c21447-c894-4b97-b0ab-21def43f6148,Martin and Sons,Burkina Faso,Tier 2,1,1,1,1
C064,894322be-f40a-40e0-a61d-345f7d2b49c8,jakewalker@chavez-wilson.com,0cb5de8e-b0bc-4557-b503-888f75b90bf8,"Freeman, Hunter and Ellison",Comoros,Tier 1,0,1,0,1
C028,0b233033-6267-4051-b804-17c31cd936a2,sullivankeith@yahoo.com,0460d832-1fa4-4c22-ba05-f06df90712ec,Cross-Maldonado,Greece,Tier 3,1,1,1,0
C090,65db83b9-73aa-4022-a955-41ece71b0fe3,smithchristina@mclaughlin.com,2777f878-7238-43ed-94bf-2b51b9cea503,"Smith, Thomas and Anderson",Zimbabwe,Tier 1,0,0,0,0
C011,0e590de8-7355-41a9-90bc-c4b342367922,nguyenstephanie@sims.com,3b714b8f-edf1-46a0-9124-f9373cfa6e88,Price-Booker,Taiwan,Tier 1,0,1,1,1
C027,ca8694c8-42bf-4b74-9cb9-3c88a36af2bc,sophia58@garcia.info,d1008eab-f865-4089-9f4c-92dca46c2376,Bishop PLC,Micronesia,Tier 1,1,1,1,1
C032,e44e65c5-3227-4c62-98b4-079435879902,anna18@adams-andrews.com,2e761bfe-2dfe-42b8-9f94-5a963bbcefd9,Gray Inc,Zimbabwe,Tier 1,1,1,1,0
C072,e210da84-996d-4067-8695-1e0439636baf,ucross@kirk-church.com,cd2ba321-ceec-4ce4-b244-59709c43036a,Olson-Lamb,Bhutan,Tier 1,1,0,1,0
C001,2976e4bb-5453-47b4-bb22-1c75335a8d81,waltonkelsey@williams.com,0b850c85-50d7-4ccd-9066-5750b92cbf93,Harrington Group,Malawi,Tier 3,0,1,0,1
C088,cb24c3da-2680-43bb-8344-b8c0ab8875b3,nicole01@hernandez-zuniga.com,32bc5c9b-6858-4c9d-942e-1a1d2101b0ff,Sanders Group,Niger,Tier 3,1,0,1,0
C041,7c259fb9-af37-4408-a4e8-836ac547c102,nchoi@hotmail.com,fe929031-fc21-4d7f-9ef3-9dc6c569afcc,Nicholson-Williams,Ghana,Tier 3,0,0,0,0
C001,2976e4bb-5453-47b4-bb22-1c75335a8d81,harveyadrian@gardner.com,cf0328dd-7185-4faf-bc3d-410918328e30,Harrington Group,Malawi,Tier 3,1,1,1,1
C068,46443c4f-e000-45ec-8dca-e7dcd604c85b,ericryan@lee.biz,a2685c5d-eeb1-4153-b924-e7c6dffa2227,Hebert-Green,Solomon Islands,Tier 3,1,1,1,1
C055,a959076d-c94c-4a8a-a65d-81148f897fa8,maurice57@yahoo.com,32837ee9-3eba-4046-9551-ab38643ab22b,"Brooks, Walsh and Guerra",Pitcairn Islands,Tier 3,1,1,0,1
C014,3ec09cbc-7781-4bac-95d3-5c6a9ff3ad6a,sheilavang@schwartz.com,8bdaf615-ad7f-4909-a348-9450b7e723ac,Lopez Ltd,Cambodia,Tier 1,1,1,1,1
C018,583d17e7-c6f3-4f53-af29-fb44ebe3d622,grahamluke@gmail.com,7ef1cc53-3cd3-4643-91b7-529e8da90d0a,Jones-Hall,Kenya,Tier 3,1,1,1,0
C097,64463d76-aff6-4413-a4aa-015cbcc5d5f0,marshrobin@whitney.net,11f0f295-149c-43e2-94af-5626283be7b4,"Jones, Scott and Trevino",El Salvador,Tier 2,0,1,1,0
C091,d1a9bd32-2e50-49ea-abfe-75c572adb9fe,castillosteven@yahoo.com,447ab36f-5d43-4fb0-9b1d-ff9491c65958,Dudley-Silva,Malaysia,Tier 3,1,0,0,0
C006,d64fff71-3da4-430b-8b9f-aa0904e5c2e4,jonesjennifer@scott.com,e6907120-6279-47dd-b6b4-94d45ace2b5b,Henderson-White,Denmark,Tier 1,0,0,0,1
C022,14b0c0c6-c214-497f-a858-5bca8caaa8c3,wellslaura@vance-sullivan.com,5025a671-77df-49f0-b0ba-0dee4fe9752f,"Oliver, Adams and Johnson",Tajikistan,Tier 3,1,1,1,1
C024,577043c0-b6d6-4a2a-86a0-ce3cc68ddaeb,mathismercedes@parker-ramirez.com,13e06f25-330e-48ec-8fc4-d4b6cfc0ccdb,"Soto, Smith and Burns",El Salvador,Tier 3,1,1,1,1
C025,5f561582-917b-478f-aa3e-b6242ff41f33,brendabrown@hotmail.com,42296267-e16f-4814-8000-2aee726a9c7d,"Chambers, Novak and Baker",Malta,Tier 3,1,1,1,1
C070,bcd9e370-e534-47db-805f-51714a57d338,joycewatkins@garcia-evans.com,e3d7701f-8b3f-4eb6-9c0d-c5bdf654063a,Robbins-Flores,United States Minor Outlying Islands,Tier 1,1,1,1,1
C078,d7896fa8-be84-43c9-8577-c227a51a092f,rogerspatrick@gmail.com,5e30d42b-7b5f-4369-9b8f-c79d99717c41,Arnold-Vargas,Saint Barthelemy,Tier 2,1,1,1,1
C020,6986d1c4-b539-49b9-bd7f-567525dca08f,james75@kelly-rose.net,79b3a936-3907-47f7-aa58-190b7840e5e2,"Neal, Robinson and Cox",Niger,Tier 3,0,1,0,0
C055,81ec636f-cf9a-4c27-b6db-8761917c9421,tinabrown@hotmail.com,07158c2e-d682-4b5c-80a1-55b533ac5dec,"Brooks, Walsh and Guerra",Pitcairn Islands,Tier 2,0,0,1,1
C027,ca8694c8-42bf-4b74-9cb9-3c88a36af2bc,oowens@yahoo.com,455cc7f7-6396-40b3-96d4-59dc5d5d1df8,Bishop PLC,Micronesia,Tier 1,1,1,0,1
C078,4351727c-f2d0-4c36-b995-c874ba305c98,michael94@yahoo.com,bc58b715-c98e-47b9-a799-7810b46944a3,Arnold-Vargas,Saint Barthelemy,Tier 2,1,0,0,0
C098,d116d805-94c5-4e74-ac57-a4039c02b9dd,derrick08@gmail.com,13526bb9-d576-47f9-8d52-8491afae109a,Day Inc,Niger,Tier 1,0,1,0,0
C005,229da96d-9da7-48e6-819d-19e7c476eaf3,timothygreene@gmail.com,f794e49a-d49f-44ad-bb68-c9ff87a23662,"Roth, Riley and Martinez",Angola,Tier 2,1,1,1,1
C052,ba59ceab-bc2b-4946-8ffb-8a0e1b8a8fad,rebecca25@vaughn-lopez.com,49b79009-2db4-4b14-ba88-0de849a67ca5,"Small, Powers and Wright",Barbados,Tier 1,1,1,1,1
C097,488daa3c-101f-40a4-91a5-31ccf4e03dcf,uwilliams@wilson.com,f96d7db9-08ab-4eaa-b40f-73f3f6933e6e,"Jones, Scott and Trevino",El Salvador,Tier 1,1,1,1,1
C070,bcd9e370-e534-47db-805f-51714a57d338,pbruce@clark.com,7690c079-f10b-43ab-bcec-efa9e70ceb61,Robbins-Flores,United States Minor Outlying Islands,Tier 1,1,0,0,1
C091,d1a9bd32-2e50-49ea-abfe-75c572adb9fe,cdouglas@hotmail.com,a5da9064-50dd-4540-9971-926dbe212253,Dudley-Silva,Malaysia,Tier 3,1,1,1,1
C011,0e590de8-7355-41a9-90bc-c4b342367922,katherineconrad@schmitt.info,9c90a556-7687-47f8-ab86-a450eb20c76c,Price-Booker,Taiwan,Tier 1,0,1,0,0
C100,7abbb931-a456-4b63-bf28-d4580edd009c,jordanthompson@hotmail.com,7dcd1900-fdd7-4824-bc04-e75f6f586b68,Pratt Group,Cocos (Keeling) Islands,Tier 2,1,0,0,1
C097,64463d76-aff6-4413-a4aa-015cbcc5d5f0,michael17@nixon.biz,2358096c-f089-423e-a70c-f674ea43d4e9,"Jones, Scott and Trevino",El Salvador,Tier 2,1,0,0,1
C098,ed200278-bbc0-4130-bcea-778ee37910a1,moonbradley@peters.net,09960bc8-376f-4f28-a849-6186535c1d1c,Day Inc,Niger,Tier 3,1,0,1,0
C069,61236293-bcf2-4ac9-bde1-be9b0231bacb,richard63@contreras-castaneda.biz,c5b85ce0-60d2-461e-8999-f754562002b2,Perez LLC,Botswana,Tier 3,1,0,1,1
